corpus_id	text
a1t74jsm	ixodes pacificus ticks can harbor a wide range of human and animal pathogens to survey the prevalence of tick borne known and putative pathogens we tested 982 individual adult and nymphal i pacificus ticks collected throughout california between 2007 and 2009 using a broad range pcr and electrospray ionization mass spectrometry pcr esi ms assay designed to detect a wide range of tick borne microorganisms overall 1 4 of the ticks were found to be infected with borrelia burgdorferi 2 0 were infected with borrelia miyamotoi and 0 3 were infected with anaplasma phagocytophilum in addition 3 0 were infected with babesia odocoilei about 1 2 of the ticks were co infected with more than one pathogen or putative pathogen in addition we identified a novel anaplasmataceae species that we characterized by sequencing of its 16s rrna groel glta and rpob genes sequence analysis indicated that this organism is phylogenetically distinct from known anaplasma species with its closest genetic near neighbors coming from asia the prevalence of this novel anaplasmataceae species was as high as 21 at one site and it was detected in 4 9 of ticks tested statewide based upon this genetic characterization we propose that this organism be called candidatus cryptoplasma californiense knowledge of this novel microbe will provide awareness for the community about the breadth of the i pacificus microbiome the concept that this bacterium could be more widely spread and an opportunity to explore whether this bacterium also contributes to human or animal disease burden
6rt3ty64	discovering new binding function via a combinatorial library in small protein scaffolds requires balance between appropriate mutations to introduce favorable intermolecular interactions while maintaining intramolecular integrity sitewise constraints exist in a non spatial gradient from diverse to conserved in evolved antibody repertoires yet non antibody scaffolds generally do not implement this strategy in combinatorial libraries despite the fact that biased amino acid distributions typically elevated in tyrosine serine and glycine have gained wider use in synthetic scaffolds these distributions are still predominantly applied uniformly to diversified sites while select sites in fibronectin domains and darpins have shown benefit from sitewise designs they have not been deeply evaluated inspired by this disparity between diversity distributions in natural libraries and synthetic scaffold libraries we hypothesized that binders resulting from discovery and evolution would exhibit a non spatial sitewise gradient of amino acid diversity to identify sitewise diversities consistent with efficient evolution in the context of a hydrophilic fibronectin domain 10 5 binders to six targets were evolved and sequenced evolutionarily favorable amino acid distributions at 25 sites reveal shannon entropies range 0 3 3 9 median 2 1 standard deviation 1 1 supporting the diversity gradient hypothesis sitewise constraints in evolved sequences are consistent with complementarity stability and consensus biases implementation of sitewise constrained diversity enables direct selection of nanomolar affinity binders validating an efficient strategy to balance inter and intra molecular interaction demands at each site
sd0an0z3	objective to categorize and describe the public health informatics phi and global health informatics ghi literature between 2012 and 2014 methods we conducted a semi systematic review of articles published between january 2012 and september 2014 where information and communications technologies ict was a primary subject of the study or a main component of the study methodology additional inclusion and exclusion criteria were used to filter phi and ghi articles from the larger biomedical informatics domain articles were identified using medline as well as personal bibliographies from members of the american medical informatics association phi and ghi working groups results a total of 85 phi articles and 282 ghi articles were identified while systems in phi continue to support surveillance activities we identified a shift towards support for prevention environmental health and public health care services furthermore articles from the u s reveal a shift towards phi applications at state and local levels ghi articles focused on telemedicine mhealth and ehealth applications the development of adequate infrastructure to support ict remains a challenge although we identified a small but growing set of articles that measure the impact of ict on clinical outcomes discussion there is evidence of growth with respect to both implementation of information systems within the public health enterprise as well as a widening of scope within each informatics discipline yet the articles also illuminate the need for more primary research studies on what works and what does not as both searches yielded small numbers of primary empirical articles conclusion while the body of knowledge around phi and ghi continues to mature additional studies of higher quality are needed to generate the robust evidence base needed to support continued investment in ict by governmental health agencies
rm7nsyjd	background respiratory syncytial virus rsv is globally ubiquitous and infection during the first six months of life is a major risk for severe disease and hospital admission consequently rsv is the most important viral cause of respiratory morbidity and mortality in young children development of vaccines for young infants is complicated by the presence of maternal antibodies and immunological immaturity but vaccines targeted at older children avoid these problems vaccine development for young infants has been unsuccessful but this is not the case for older children 6m would vaccinating older children have a significant public health impact we developed a mathematical model to explore the benefits of a vaccine against rsv methods and findings we have used a deterministic age structured model capturing the key epidemiological characteristics of rsv and performed a statistical maximum likelihood fit to age specific hospitalization data from a developing country setting to explore the effects of vaccination under different mixing assumptions we included two versions of contact matrices one from a social contact diary study and the second a synthesised construction based on demographic data vaccination is assumed to elicit an immune response equivalent to primary infection our results show that immunisation of young children 5 10m is likely to be a highly effective method of protection of infants 6m against hospitalisation the majority benefit is derived from indirect protection herd immunity a full sensitivity and uncertainty analysis using latin hypercube sampling of the parameter space shows that our results are robust to model structure and model parameters conclusions this result suggests that vaccinating older infants and children against rsv can have a major public health benefit
qburpi9u	porcine reproductive and respiratory syndrome virus prrsv negatively modulates host immune responses resulting in persistent infection and immunosuppression prrsv infection increases the number of prrsv specific regulatory t lymphocytes tregs in infected pigs however the target antigens for tregs proliferation in prrsv infection have not been fully understood in this study we demonstrated that the highly pathogenic prrsv hp prrsv induced more cd4 cd25 foxp3 tregs than classical prrsv c prrsv strain of the recombinant gp5 m and n proteins of hp prrsv expressed in baculovirus expression systems only n protein induced tregs proliferation the tregs assays showed that three amino acid regions 15 21 42 48 and 88 94 in n protein played an important role in induction of tregs proliferation with synthetic peptides covering the whole length of n protein by using reverse genetic methods it was firstly found that the 15n and 46r residues in prrsv n protein were critical for induction of tregs proliferation the phenotype of induced tregs closely resembled that of transforming growth factor β secreting t helper 3 tregs in swine these data should be useful for understanding the mechanism of immunity to prrsv and development of infection control strategies in the future
afg1nmib	building on a series of ground breaking reviews that first defined and drew attention to emerging infectious diseases eid the convergence model was proposed to explain the multifactorial causality of disease emergence the model broadly hypothesizes disease emergence is driven by the co incidence of genetic physical environmental ecological and social factors we developed and tested a model of the emergence of highly pathogenic avian influenza hpai h5n1 based on suspected convergence factors that are mainly associated with land use change building on previous geospatial statistical studies that identified natural and human risk factors associated with urbanization we added new factors to test whether causal mechanisms and pathogenic landscapes could be more specifically identified our findings suggest that urbanization spatially combines risk factors to produce particular types of peri urban landscapes with significantly higher hpai h5n1 emergence risk the work highlights that peri urban areas of viet nam have higher levels of chicken densities duck and geese flock size diversities and fraction of land under rice or aquaculture than rural and urban areas we also found that land use diversity a surrogate measure for potential mixing of host populations and other factors that likely influence viral transmission significantly improves the model s predictability similarly landscapes where intensive and extensive forms of poultry production overlap were found at greater risk these results support the convergence hypothesis in general and demonstrate the potential to improve eid prevention and control by combing geospatial monitoring of these factors along with pathogen surveillance programs
ol8di8h7	biological systems use complex information processing cores composed of molecular networks to coordinate their external environment and internal states an example of this is the acquired or adaptive immune system ais which is composed of both humoral and cell mediated components here we report the step by step construction of a prototype mimic of the ais which we call adaptive immune response simulator airs dna and enzymes are used as simple artificial analogues of the components of the ais to create a system which responds to specific molecular stimuli in vitro we show that this network of reactions can function in a manner which is superficially similar to the most basic responses of the vertebrate acquired immune system including reaction sequences that mimic both humoral and cellular responses as such airs provides guidelines for the design and engineering of artificial reaction networks and molecular devices
1pi9nccc	rpn13 is an intrinsic ubiquitin receptor of the 26s proteasome regulatory subunit that facilitates substrate capture prior to degradation here we show that the c terminal region of rpn13 binds to the tetratricopeptide repeat tpr domain of sgta a cytosolic factor implicated in the quality control of mislocalised membrane proteins mlps the overexpression of sgta results in a substantial increase in steady state mlp levels consistent with an effect on proteasomal degradation however this effect is strongly dependent upon the interaction of sgta with the proteasomal component rpn13 hence overexpression of the sgta binding region of rpn13 or point mutations within the sgta tpr domain both inhibit sgta binding to the proteasome and substantially reduce mlp levels these findings suggest that sgta can regulate the access of mlps to the proteolytic core of the proteasome implying that a protein quality control cycle that involves sgta and the bag6 complex can operate at the 19s regulatory particle we speculate that the binding of sgta to rpn13 enables specific polypeptides to escape proteasomal degradation and or selectively modulates substrate degradation
69tz7sph	human immunodeficiency virus hiv types 1 and 2 hiv 1 and hiv 2 are the etiologic agents of aids most hiv 1 infected individuals worldwide are women who acquire hiv infections during sexual contact blocking hiv mucosal transmission and local spread in the female lower genital tract is important in preventing infection and ultimately eliminating the pandemic microbicides work by destroying the microbes or preventing them from establishing an infection thus a number of different types of microbicides are under investigation however the lack of their solubility and bioavailability and toxicity has been major hurdles herein we report the development of multifunctional chitosan lipid nanocomplexes that can effectively deliver plasmids encoding sirna s as microbicides without adverse effects and provide significant protection against hiv in both in vitro and in vivo models chitosan or chitosan lipid chlipid was complexed with a cocktail of plasmids encoding hiv 1 specific sirnas psirnas and evaluated for their efficacy in hek 293 cells pbmcs derived from nonhuman primates 3 dimensional human vaginal ectocervical tissue 3d vec model and also in non human primate model moreover prophylactic administration of the chlipid to deliver a psirna cocktail intravaginally with a cream formulation in a non human primate model showed substantial reduction of shiv simian human immunodeficiency virus sf162 viral titers taken together these studies demonstrate the potential of chlipid sirna nanocomplexes as a potential genetic microbicide against hiv infections
0y3pvht4	background the high degree of phenotypic similarity among trichophyton species makes their identification difficult objectives the current study aims to establish the use of rolling circle amplification rca based on internal transcribed spacer ribosomal dna its rdna as a powerful simple and rapid procedure for distinguishing closely related organisms and specifically to identify trichophyton species which cause human and animal disorders materials and methods a total of sixty one isolates belonging to three species of trichophyton were identified to the species level based on microscopic and macroscopic examinations and their its rdna regions were sequenced three specific circular oligonucleotide probes targeting the its1 and its2 regions were designed to differentiate trichophyton rubrum t mentagrophytes and t tonsurans results of the 61 putative trichophyton clinical isolates 52 were identified to the species level the most common species was t mentagrophytes var interdigitale 31 isolates followed by t rubrum 11 isolates t tonsurans 9 isolates and t violaceum 1 isolates moreover 9 isolates were identified as non trichophyton species the rca method correctly identified four trichophyton species and was 100 specific for each species neither cross reaction between the examined species of trichophyton nor false positive or false negative results were observed conclusions species identification of trichophyton is crucially important for epidemiological and phylogenetic purposes and for genotype delineation rca based on its polymorphisms can be used to generate identification barcodes and as an alternative to dna sequencing it is a very fast specific and economical tool for species identification
t89df3fd	in the present narrative review we analyzed the relationship between seronegative celiac disease sncd and immunoglobulin deficiencies for this purpose we conducted a literature search on the main medical databases sncd poses a diagnostic dilemma villous blunting intraepithelial lymphocytes iels count and gluten challenge are the most reliable markers immunohistochemistry immunofluorescence tissue transglutaminase ttg targeted mucosal immunoglobulin a iga immune complexes in the intestinal mucosa of sncd patients may be useful in our experience ttg mrna was similarly increased in seropositive celiac disease cd and suspected sncd and strongly correlated with the iels count this increase is found even in the iels range of 15 25 100 enterocytes suggesting that there may be a grey zone of gluten related disorders an immune deregulation severely lacking b cell differentiation underlies the association of sncd with immunoglobulin deficiencies therefore cd may be linked to autoimmune disorders and immune deficits common variable immunodeficiency cvid iga selective deficiency cvid is a heterogeneous group of antibodies dysfunction whose association with cd is demonstrated only by the response to a gluten free diet gfd we hypothesized a familial inheritance between cd and cvid selective iga deficiency commonly associated with cd accounts for iga ttg seronegativity selective igm deficiency sigmd is rare 300 cases and associated to cd in 5 of cases we diagnosed sncd in a patient affected by sigmd using the ttg mrna assay one year gfd induced igm restoration this evidence supporting a link between sncd and immunoglobulin deficiencies suggests that we should take a closer look at this association
ybd8hi8y	sequencing dna or rna directly from the environment often results in many sequencing reads that have no homologs in the database these are referred to as unknowns and reflect the vast unexplored microbial sequence space of our biosphere also known as biological dark matter however unknowns also exist because metagenomic datasets are not optimally mined there is a pressure on researchers to publish and move on and the unknown sequences are often left for what they are and conclusions drawn based on reads with annotated homologs this can cause abundant and widespread genomes to be overlooked such as the recently discovered human gut bacteriophage crassphage the unknowns may be enriched for bacteriophage sequences the most abundant and genetically diverse component of the biosphere and of sequence space however it remains an open question what is the actual size of biological sequence space the de novo assembly of shotgun metagenomes is the most powerful tool to address this question
lj1nd922	the rate limiting enzyme in the mevalonic acid mva pathway which can lead to triterpenoid saponin glycyrrhizic acid ga is 3 hydroxy 3 methylglutaryl coa reductase hmgr in order to reveal the effect of copy number variation in the hmgr gene on the mva pathway the hmgr gene from glycyrrhiza uralensis fisch guhmgr was cloned and over expressed in pichia pastoris gs115 six recombinant p pastoris strains containing different copy numbers of the guhmgr gene were obtained and the content of ergosterol was analyzed by hplc the results showed that all the recombinant p pastoris strains contained more ergosterol than the negative control and the strains with 8 and 44 copies contained significantly more ergosterol than the other strains however as the copy number increased the content of ergosterol showed an increasing decreasing increasing pattern this study provides a rationale for increasing the content of ga through over expressing the guhmgr gene in cultivars of g uralensis
h3y1mjru	the knowledge of the spatial distribution feline immunodeficiency virus and feline leukemia virus infections which are untreatable can inform on their risk factors and high risk areas to enhance control however when spatial analysis involves aggregated spatial data results may be influenced by the spatial scale of aggregation an effect known as the modifiable areal unit problem maup in this study area level risk factors for both infections in 28 914 cats tested with elisa were investigated by multivariable spatial poisson regression models along with maup effect on spatial clustering and cluster detection for postal codes counties and states by moran s i test and spatial scan test respectively the study results indicate that the significance and magnitude of the association of risk factors with both infections varied with aggregation scale further more moran s i test only identified spatial clustering at postal code and county levels of aggregation similarly the spatial scan test indicated that the number size and location of clusters varied over aggregation scales in conclusion the association between infection and area was influenced by the choice of spatial scale and indicates the importance of study design and data analysis with respect to specific research questions
j6h8u8gb	ebola virus disease evd distinguishes its feature as high infectivity and mortality thus it is urgent for governments to draw up emergency plans against ebola however it is hard to predict the possible epidemic situations in practice luckily in recent years computational experiments based on artificial society appeared providing a new approach to study the propagation of evd and analyze the corresponding interventions therefore the rationality of artificial society is the key to the accuracy and reliability of experiment results individuals behaviors along with travel mode directly affect the propagation among individuals firstly artificial beijing is reconstructed based on geodemographics and machine learning is involved to optimize individuals behaviors meanwhile ebola course model and propagation model are built according to the parameters in west africa subsequently propagation mechanism of evd is analyzed epidemic scenario is predicted and corresponding interventions are presented finally by simulating the emergency responses of chinese government the conclusion is finally drawn that ebola is impossible to outbreak in large scale in the city of beijing
ppkjimsr	infection with toxocara may affect the central nervous system a high seroprevalence of toxocara infection has been reported in psychiatric patients to the best of our knowledge there is no previous report about an association of toxocara infection with suicide attempts therefore we sought to determine whether toxocara exposure is associated with suicide attempts in psychiatric patients we studied 282 psychiatric outpatients 156 with suicide attempts and 126 without suicide attempts sera of patients were analyzed for the presence of anti toxocara igg antibodies by using a commercially available enzyme immunoassay one of the 156 0 6 suicide attempters and 1 0 8 of the 126 controls were positive for anti toxocara igg antibodies or 0 80 95 ci 0 04 13 02 p 1 00 toxocara seropositivity was significantly higher p 0 01 in male patients with consumption of raw dried goat meat than male patients without this consumption results suggest that toxocara exposure is not associated with suicide attempts in psychiatric outpatients in durango city mexico however further studies with larger samples sizes to confirm our results should be conducted too few patients were seropositive to assess further associations of toxocara exposure with sociodemographic clinical and behavioral characteristics of the psychiatric patients
hvoohrjf	rickettsia felis has been reported to be a cause of fever in sub saharan africa but this association has been poorly evaluated in gabon we assessed the prevalence of this bacterium among children 15 years of age in 4 areas of gabon the locations were in urban semiurban and rural areas dna samples from 410 febrile children and 60 afebrile children were analyzed by quantitative pcr overall the prevalence of r felis among febrile and afebrile children was 10 2 42 410 children and 3 3 2 60 children respectively prevalence differed among febrile children living in areas that are urban franceville 1 3 1 77 semiurban koulamoutou 2 1 3 141 and rural lastourville 11 2 15 134 fougamou 39 7 23 58 furthermore in a rural area fougamou r felis was significantly more prevalent in febrile 39 7 23 58 than afebrile children 5 0 1 20 additional studies are needed to better understand the pathogenic role of r felis in this part of the world
8jizi6hu	host cells orchestrate the production of ifn β upon detecting invading viral pathogens here we report that ring finger protein 166 rnf166 potentiates rna virus triggered ifn β production overexpression of rnf166 rather than its homologous proteins rnf114 rnf125 and rnf138 enhanced sendai virus sev induced activation of the ifn β promoter knockdown of endogenous rnf166 but not other rnfs inhibited the ifn β production induced by sev and encephalomyocarditis virus rnf166 interacted with traf3 and traf6 sev induced ubiquitination of traf3 and traf6 was suppressed when endogenous rnf166 rather than rnf114 138 was knocked down these findings suggest that rnf166 positively regulates rna virus triggered ifn β production by enhancing the ubiquitination of traf3 and traf6
bm7i52gm	an outbreak in china in april 2013 of human illnesses due to avian influenza a h7n9 virus provided reason for us public health officials to revisit existing national pandemic response plans we built a spreadsheet model to examine the potential demand for invasive mechanical ventilation excluding rescue therapy ventilation we considered scenarios of either 20 or 30 gross influenza clinical attack rate car with a low severity scenario with case fatality rates cfr of 0 05 0 1 or a high severity scenario cfr 0 25 0 5 we used rates of influenza related illness to calculate the numbers of potential clinical cases hospitalizations admissions to intensive care units and need for mechanical ventilation we assumed 10 days ventilator use per ventilated patient 13 of total ventilator demand will occur at peak and a 33 7 weighted average mortality risk while on a ventilator at peak for a 20 car low severity scenario an additional 7000 to 11 000 ventilators will be needed averting a pandemic total of 35 000 to 55 000 deaths a 30 car high severity scenario will need approximately 35 000 to 60 500 additional ventilators averting a pandemic total 178 000 to 308 000 deaths estimates of deaths averted may not be realized because successful ventilation also depends on sufficient numbers of suitably trained staff needed supplies eg drugs reliable oxygen sources suction apparatus circuits and monitoring equipment and timely ability to match access to ventilators with critically ill cases there is a clear challenge to plan and prepare to meet demands for mechanical ventilators for a future severe pandemic
vrh9czdf	background straw coloured fruit bats eidolon helvum migrate over vast distances across the african continent probably following seasonal bursts of resource availability this causes enormous fluctuations in population size which in turn may influence the bats impact on local ecosystems we studied the movement ecology of this central place forager with state of the art gps acceleration loggers and concurrently monitored the seasonal fluctuation of the colony in accra ghana habitat use on the landscape scale was assessed with remote sensing data as well as ground truthing of foraging areas principal findings during the wet season population low 4000 individuals bats foraged locally 3 5 36 7 km in urban areas with low tree cover major food sources during this period were fruits of introduced trees foraging distances almost tripled 24 1 87 9 km during the dry season population peak 150 000 individuals but this was not compensated for by reduced resting periods dry season foraging areas were random with regard to urban footprint and tree cover and food consisted almost exclusively of nectar and pollen of native trees conclusions and significance our study suggests that straw coloured fruit bats disperse seeds in the range of hundreds of meters up to dozens of kilometres and pollinate trees for up to 88 km straw coloured fruit bats forage over much larger distances compared to most other old world fruit bats thus providing vital ecosystem services across extensive landscapes we recommend increased efforts aimed at maintaining e helvum populations throughout africa since their keystone role in various ecosystems is likely to increase due to the escalating loss of other seed dispersers as well as continued urbanization and habitat fragmentation
okhsvylc	objectives the objective of this study was to evaluate the effectiveness of a nonsurgical treatment regimen in the long term control of necrotic areas of the jaws and pain in such patients methods a total of 96 patients suffering from the disease were included in this study all patients received nonsurgical treatment regimen for 10 days and repeated every 3 months for 2 years the size of the osteonecrotic lesions was measured and the pain level was self assessed with a visual analog scale results the patients showed a statistically significant f 16 1 p 01 r 2 95 gradual decrease in the size of exposed bone areas during the nonsurgical therapy from 12 5 to 8 8 mm pain scores ranged from 0 to 3 score scale complete resolution of the disease was observed in some patients conclusions this conservative nonsurgical treatment regimen seems to provide successful treatment in reduction of the sizes of exposed bone areas in the majority of patients
fwkr2mka	objectives the population health approach is increasingly recognized for its role in health system reform however its broad scope and definition have been criticized for being a barrier to clear communication this qualitative study examined the way senior healthcare leaders in canada conceptualize and operationalize the population health approach in planning and decision making findings core elements of the population health approach included focusing on health and wellness rather than illness taking a population rather than individual orientation understanding needs and solutions through community outreach addressing health disparities health in vulnerable groups addressing the social determinants of health and inter sectoral action and partnerships conclusion the population health approach is increasingly recognized for its role in reducing healthcare demand and contributing to health system sustainability this study demonstrated the growing need to clarify terminology among multiform partners to establish a foundation for future healthcare integration and inter sectoral action
644lf8vn	background human illness from influenza a h7n9 was identified in march 2013 and candidate vaccine viruses were soon developed to understand factors that may impact influenza vaccination programs we developed a model to evaluate hospitalizations and deaths averted considering various scenarios methods we utilized a model incorporating epidemic curves with clinical attack rates of 20 or 30 in a single wave of illness case hospitalization ratios of 0 5 or 4 2 and case fatality ratios of 0 08 or 0 53 we considered scenarios that achieved 80 vaccination coverage various starts of vaccination programs 16 or 8 weeks before the same week of or 8 or 16 weeks after start of pandemic an administration rate of 10 or 30 million doses per week the latter rate is an untested assumption and 2 levels of vaccine effectiveness 2 doses of vaccine required either 62 or 80 effective for persons aged 60 years and either 43 or 60 effective for persons aged 60 years results the start date of vaccination campaigns most influenced impact 141 000 2 200 000 hospitalizations and 11 000 281 000 deaths were averted when campaigns started before a pandemic and 100 1 300 000 hospitalizations and 0 165 000 deaths were averted for programs beginning the same time as or after the introduction of the pandemic virus the rate of vaccine administration and vaccine effectiveness did not influence campaign impact as much as timing of the start of campaign conclusions our findings suggest that efforts to improve the timeliness of vaccine production will provide the greatest impacts for future pandemic vaccination programs
ly4f42mg	stimulation of the antiviral response depends on the sensing of viral pathogen associated molecular patterns pamps by specialized cellular proteins during infection with rna viruses 5 di or triphosphates accompanying specific single or double stranded rna motifs trigger signaling of intracellular rig i like receptors rlrs and initiate the antiviral response although these molecular signatures are present during the replication of many viruses it is unknown whether they are sufficient for strong activation of rlrs during infection immunostimulatory defective viral genomes idvgs from sendai virus sev are among the most potent natural viral triggers of antiviral immunity here we describe an rna motif dvg 70 114 that is essential for the potent immunostimulatory activity of 5 triphosphate containing sev idvgs dvg 70 114 enhances viral sensing by the host cell independently of the long stretches of complementary rna flanking the idvgs and it retains its stimulatory potential when transferred to otherwise inert viral rna in vitro analysis showed that dvg 70 114 augments the binding of rig i to viral rna and promotes enhanced rig i polymerization thereby facilitating the onset of the antiviral response together our results define a new natural viral pamp enhancer motif that promotes viral recognition by rlrs and confers potent immunostimulatory activity to viral rna
prrfm4cm	acute lung injury ali is characterized by pulmonary endothelial and epithelial cell damage and loss of the alveolar capillary barrier we have previously shown that p2x7 receptor p2x7r a cell death receptor is specifically expressed in alveolar epithelial type i cells aec i in this study we hypothesized that p2x7r mediated purinergic signaling and its interaction with wnt β catenin signaling contributes to aec i death we examined the effect of p2x7r agonist 2 3 o 4 benzoylbenzoyl atp bzatp and wnt agonist wnt3a on aec i death in vitro and in vivo we also assessed the therapeutic potential of wnt3a in a clinically relevant ali model of intratracheal lipopolysaccharide lps exposure in ventilated mice we found that the activation of p2x7r by bzatp caused the death of aec i by suppressing wnt β catenin signaling through stimulating glycogen synthase kinase 3β gsk 3β and proteasome on the other hand the activation of wnt β catenin signaling by wnt3a gsk 3β inhibitor or proteasome inhibitor blocked the p2x7r mediated cell death more importantly wnt3a attenuated the aec i damage caused by intratracheal instillation of bzatp in rats or lps in ventilated mice our results suggest that wnt3a overrides the effect of p2x7r on the wnt β catenin signaling to prevent the aec i death and restrict the severity of ali
k2fvx9vl	between march and june 2013 forty h7n9 patients were hospitalized in our hospital next generation sequencing technologies have been used to sequence the fecal dna samples of the patient the within sample diversity analysis enterotyping functional gene and metagenomic species analysis have been carried on both the patients and healthy controls the influence of associated treatment in h7n9 infected patients is dramatic and was firstly revealed in species level due to deep sequencing technology we found that most of the metagenomic species mgs enriched in the control samples were roseburia inulinivorans dsm 16841 butyrate producing bacterium ss3 4 and most of mgs enriched in the h7n9 patients were clostridium sp 7 2 43faa and enterococcus faecium it was concluded that h7n9 viral infection and antibiotic administration have a significant effect on the microbiota community with decreased diversity and overgrowth of the bacteria such as escherichia coli and enterococcus faecium enterotype analysis showed that the communities were unstable treatment including antivirals probiotics and antibiotics helps to improve the microbiota diversity and the abundance of beneficial bacteria in the gut
vrnonccy	stress granules sgs are rna containing cytoplasmic foci formed in response to stress exposure since their discovery in 1999 over 120 proteins have been described to be localized to these structures in 154 publications most of these components are rna binding proteins rbps or are involved in rna metabolism and translation sgs have been linked to several pathologies including inflammatory diseases cancer viral infection and neurodegenerative diseases such as amyotrophic lateral sclerosis als and frontotemporal dementia ftd in als and ftd the majority of cases have no known etiology and exposure to external stress is frequently proposed as a contributor to either disease initiation or the rate of disease progression of note both als and ftd are characterized by pathological inclusions where some well known sg markers localize with the als related proteins tdp 43 and fus we propose that tdp 43 and fus serve as an interface between genetic susceptibility and environmental stress exposure in disease pathogenesis here we will discuss the role of tdp 43 and fus in sg dynamics and how disease linked mutations affect this process
47496o0e	background the mechanisms by which varicella zoster virus vzv reactivation causes postherpetic neuralgia phn a debilitating chronic pain condition have not been fully elucidated based on previous studies identifying a causative role for anti cytokine autoantibodies in patients with opportunistic infections we explored this possibility in phn methods sera from herpes zoster hz patients without and with phn n 115 and 83 respectively were examined for the presence of autoantibodies against multiple cytokines and other known autoantigens in addition a cohort of patients with complex regional pain syndrome or neuropathic pain was tested for autoantibodies against selected cytokines antibody levels against vzv epstein barr virus and herpes simplex virus 2 were also measured in the hz and phn patients patient sera with high levels of anti cytokine autoantibodies were functionally tested for in vitro neutralizing activity results six phn subjects demonstrated markedly elevated levels of single autoantibodies against interferon α interferon γ gm csf or interleukin 6 in contrast the hz and the pain control group showed low or no autoantibodies respectively against these four cytokines further analysis revealed that one phn patient with high levels of anti interleukin 6 autoantibodies had a markedly depressed antibody level to vzv potentially reflecting poor t cell immunity against vzv in vitro functional testing revealed that three of the five anti cytokine autoantibody positive phn subjects had neutralizing autoantibodies against interferon α gm csf or interleukin 6 in contrast none of the hz patients without phn had neutralizing autoantibodies conclusions these results suggest the possibility that sporadic anti cytokine autoantibodies in some subjects may cause an autoimmune immunodeficiency syndrome leading to uncontrolled vzv reactivation nerve damage and subsequent phn
azb7nie3	acanthamoeba spp are free living amoebae that are ubiquitous in natural environments they can cause cutaneous nasopharyngeal and disseminated infection leading to granulomatous amebic encephalitis gae in immunocompromised individuals in addition they can cause amoebic keratitis in contact lens wearers acanthamoeba gae is almost always fatal because of difficulty and delay in diagnosis and lack of optimal antimicrobial therapy here we report the description of an unusual strain isolated from skin and brain of a gae patient the amoebae displayed large trophozoites and star shaped cysts characteristics for acanthamoebas belonging to morphology group 1 however its unique morphology and growth characteristics differentiated this new strain from other group 1 species dna sequence analysis secondary structure prediction and phylogenetic analysis of the 18s rrna gene confirmed that this new strain belonged to group 1 but that it was distinct from the other sequence types within that group thus we hereby propose the establishment of a new species acanthamoeba byersi n sp as well as a new sequence type t18 for this new strain to our knowledge this is the first report of a group 1 acanthamoeba that is indisputably pathogenic in humans
241229pt	the 2014 2015 ebola outbreak is the largest and most widespread to date in order to estimate ongoing transmission in the affected countries we estimated the weekly average number of secondary cases caused by one individual infected with ebola throughout the infectious period for each affected west african country using a stochastic hidden markov model fitted to case data from the world health organization if the average number of infections caused by one ebola infection is less than 1 0 the epidemic is subcritical and cannot sustain itself the epidemics in liberia and sierra leone have approached subcriticality at some point during the epidemic the epidemic in guinea is ongoing with no evidence that it is subcritical response efforts to control the epidemic should continue in order to eliminate ebola cases in west africa
m31mb2kr	background current ebola virus ebov detection methods are costly and impractical for epidemic scenarios different immune based assays have been reported for the detection and quantification of ebola virus ebov proteins in particular several monoclonal antibodies mabs have been described that bind the capsid glycoprotein gp of ebov gp however the currently available platforms for the design and production of full length mabs are cumbersome and costly the use of antibody fragments rather than full length antibodies might represent a cost effective alternative for the development of diagnostic and possibly even therapeutic alternatives for ebov methods principal findings we report the design and expression of three recombinant anti gp mab fragments in escherichia coli cultures these fragments contained the heavy and light variable portions of the three well studied anti gp full length mabs 13c6 13f6 and kz52 and are consequently named scfv 13c6 scfv 13f6 and fab kz52 respectively all three fragments exhibited specific anti gp binding activity in elisa experiments comparable to that of full length anti gp antibodies i e the same order of magnitude and they are easily and economically produced in bacterial cultures conclusion significance antibody fragments might represent a useful effective and low cost alternative to full length antibodies in ebola related capture and diagnostics applications
ov1qssnu	formalin inactivated japanese encephalitis virus jev vaccines are widely available but the effects of formalin inactivation on the antigenic structure of jev and the profile of antibodies elicited after vaccination are not well understood we used a panel of monoclonal antibodies mabs to map the antigenic structure of live jev virus untreated control virus ucv formalin inactivated commercial vaccine ficv and formalin inactivated virus fiv the binding activity of t16 mab against nakayama derived ficv and several strains of fiv was significantly lower compared to live virus and ucv t16 mab a weakly neutralizing jev serocomplex antibody was found to inhibit jev infection at the post attachment step the t16 epitope was mapped to amino acids 329 331 and 389 within domain iii ediii of the envelope e glycoprotein when we explored the effect of formalin inactivation on the immunogenicity of jev we found that nakayama derived ficv fiv and ucv all exhibited similar immunogenicity in a mouse model inducing anti jev and anti edii 101 106 107 epitope specific antibodies however the ediii 329 331 389 epitope specific igg antibody and neutralizing antibody titers were significantly lower for ficv immunized and fiv immunized mouse serum than for ucv immunized formalin inactivation seems to alter the antigenic structure of the e protein which may reduce the potency of commercially available jev vaccines virus inactivation by h 2 o 2 but not by uv or by short duration and higher temperature formalin treatment is able to maintain the antigenic structure of the jev e protein thus an alternative inactivation method such as h 2 o 2 which is able to maintain the integrity of the e protein may be essential to improving the potency of inactivated jev vaccines
