corpus_id	text	dbpedia_uri	note
3651	liam hemsworth liam hemsworth born 13 january 1990 is an australian actor he played the roles of josh taylor in the soap opera neighbours and marcus in the children s television series the elephant princess in american films hemsworth starred as will blakelee in the last song 2010 as gale hawthorne in the hunger games film series 20122015 and as jake morrison in independence day resurgence 2016	http://dbpedia.org/resource/Liam_Hemsworth	Liam Hemsworth (born 13 January 1990) is an Australian actor. He played the roles of Josh Taylor in the soap opera Neighbours and Marcus in the children's television series The Elephant Princess. In American films, Hemsworth starred as Will Blakelee in The Last Song (2010), as Gale Hawthorne in The Hunger Games film series (2012–2015), and as Jake Morrison in Independence Day: Resurgence (2016).
3652	bauhaus the staatliches bauhaus german tatls bahas commonly known as the bauhaus german for building house was a german art school operational from 1919 to 1933 that combined crafts and the fine arts the school became famous for its approach to design which attempted to unify individual artistic vision with the principles of mass production and emphasis on everyday function	http://dbpedia.org/resource/Bauhaus	The Staatliches Bauhaus (German: [ˈʃtaːtlɪçəs ˈbaʊˌhaʊs]), commonly known as the Bauhaus (German for 'building house'), was a German art school operational from 1919 to 1933 that combined crafts and the fine arts. The school became famous for its approach to design, which attempted to unify individual artistic vision with the principles of mass production and emphasis on everyday function.
3653	turner field turner field was a baseball stadium located in atlanta georgia from 1997 to 2016 it served as the home ballpark to the atlanta braves of major league baseball mlb originally built as centennial olympic stadium in 1996 to serve as the centerpiece of the 1996 summer olympics the stadium was converted into a baseball park to serve as the new home of the team the braves moved less than one block from atlantafulton county stadium which served as their home ballpark for 31 seasons from 1966 to 1996	http://dbpedia.org/resource/Turner_Field	Turner Field was a baseball stadium located in Atlanta, Georgia. From 1997 to 2016, it served as the home ballpark to the Atlanta Braves of Major League Baseball (MLB). Originally built as Centennial Olympic Stadium in 1996 to serve as the centerpiece of the 1996 Summer Olympics, the stadium was converted into a baseball park to serve as the new home of the team. The Braves moved less than one block from Atlanta–Fulton County Stadium, which served as their home ballpark for 31 seasons from 1966 to 1996.
3654	jos ferrer jos dos is a city in the north central region of nigeria the city has a population of about 900 000 residents based on the 2006 census popularly called j town it is the administrative capital and largest city of plateau state during british colonial rule jos was an important centre for tin mining and is the trading hub of the state as commercial activities are steadily increasing	http://dbpedia.org/resource/Jos	Jos /ˈdʒoʊs/ is a city in the north central region of Nigeria. The city has a population of about 900,000 residents based on the 2006 census. Popularly called \"J-Town\", it is the administrative capital and largest city of Plateau State. During British colonial rule, Jos was an important centre for tin mining and is the trading hub of the state as commercial activities are steadily increasing.
3655	dante dipaolo dante cesare dipaolo february 18 1926 september 4 2013 was an american dancer and actor sometimes he also appeared under the name of dante de paulo dante d paulo and dante di paola	http://dbpedia.org/resource/Dante_DiPaolo	Dante Cesare DiPaolo (February 18, 1926 – September 4, 2013) was an American dancer and actor. Sometimes, he also appeared under the name of Dante De Paulo, Dante D' Paulo, and Dante Di Paola.
3656	6th march 2006		
3657	sedona airport sedona airport iata sdx icao ksez faa lid sez is a non towered airport located 2 miles 1 7 nmi 3 2 km southwest of the central business district of sedona a city in yavapai county arizona united states the airport covers 220 acres 89 ha and has one runway and one helipad although most u s airports use the same three letter location identifier for the faa and iata sedona airport is assigned sez by the faa and sdx by the iata which assigned sez to seychelles international airport in mah seychelles	http://dbpedia.org/resource/Sedona_Airport	Sedona Airport (IATA: SDX, ICAO: KSEZ, FAA LID: SEZ) is a non-towered airport located 2 miles (1.7 nmi; 3.2 km) southwest of the central business district of Sedona, a city in Yavapai County, Arizona, United States. The airport covers 220 acres (89 ha) and has one runway and one helipad. Although most U.S. airports use the same three-letter location identifier for the FAA and IATA, Sedona Airport is assigned SEZ by the FAA and SDX by the IATA (which assigned SEZ to Seychelles International Airport in Mahé, Seychelles).
3658	red rock state park rock music is a broad genre of popular music that originated as rock and roll in the united states in the late 1940s and early 1950s developing into a range of different styles in the mid 1960s and later particularly in the united states and united kingdom it has its roots in 1940s and 1950s rock and roll a style that drew directly from the blues and rhythm and blues genres of african american music and from country music rock also drew strongly from a number of other genres such as electric blues and folk and incorporated influences from jazz classical and other musical styles for instrumentation rock has centered on the electric guitar usually as part of a rock group with electric bass guitar drums and one or more singers usually rock is song based music with a 44 time s	http://dbpedia.org/resource/Rock_music	Rock music is a broad genre of popular music that originated as \"rock and roll\" in the United States in the late 1940s and early 1950s, developing into a range of different styles in the mid-1960s and later, particularly in the United States and United Kingdom. It has its roots in 1940s and 1950s rock and roll, a style that drew directly from the blues and rhythm and blues genres of African-American music and from country music. Rock also drew strongly from a number of other genres such as electric blues and folk, and incorporated influences from jazz, classical, and other musical styles. For instrumentation, rock has centered on the electric guitar, usually as part of a rock group with electric bass guitar, drums, and one or more singers. Usually, rock is song-based music with a 44 time s
3659	seven canyons		
3660	honanki the honanki heritage site is a cliff dwelling and rock art site located in the coconino national forest about 15 miles 24 km west of sedona arizona the sinagua people of the ancestral puebloans and ancestors of the hopi people lived here from about 1100 to 1300 ce the palatki heritage site is nearby also in the coconino national forest	http://dbpedia.org/resource/Honanki	The Honanki Heritage Site is a cliff dwelling and rock art site located in the Coconino National Forest, about 15 miles (24 km) west of Sedona, Arizona. The Sinagua people of the Ancestral Puebloans, and ancestors of the Hopi people, lived here from about 1100 to 1300 CE. The Palatki Heritage Site is nearby, also in the Coconino National Forest.
3661	cathedral rock rock music is a broad genre of popular music that originated as rock and roll in the united states in the late 1940s and early 1950s developing into a range of different styles in the mid 1960s and later particularly in the united states and united kingdom it has its roots in 1940s and 1950s rock and roll a style that drew directly from the blues and rhythm and blues genres of african american music and from country music rock also drew strongly from a number of other genres such as electric blues and folk and incorporated influences from jazz classical and other musical styles for instrumentation rock has centered on the electric guitar usually as part of a rock group with electric bass guitar drums and one or more singers usually rock is song based music with a 44 time s	http://dbpedia.org/resource/Rock_music	Rock music is a broad genre of popular music that originated as \"rock and roll\" in the United States in the late 1940s and early 1950s, developing into a range of different styles in the mid-1960s and later, particularly in the United States and United Kingdom. It has its roots in 1940s and 1950s rock and roll, a style that drew directly from the blues and rhythm and blues genres of African-American music and from country music. Rock also drew strongly from a number of other genres such as electric blues and folk, and incorporated influences from jazz, classical, and other musical styles. For instrumentation, rock has centered on the electric guitar, usually as part of a rock group with electric bass guitar, drums, and one or more singers. Usually, rock is song-based music with a 44 time s
3662	chapel of the holy cross		
3663	sycamore canyon big sycamore canyon often shortened to sycamore canyon is a major feature of point mugu state park in ventura county california united states sycamore canyon is situated in the northernmost region of the santa monica mountains national recreation area below the 3 000 feet 910 m peaks of the boney mountain state wilderness area the canyon begins on the north slope of boney mountain and heads north down the slope the canyon then heads southwest past rancho sierra vista satwiwa to sycamore cove on the coastline the canyon in the park is one of the riparian woodlands along the california coast it contains a number of california sycamore trees	http://dbpedia.org/resource/Big_Sycamore_Canyon	Big Sycamore Canyon, often shortened to Sycamore Canyon, is a major feature of Point Mugu State Park, in Ventura County, California, United States. Sycamore Canyon is situated in the northernmost region of the Santa Monica Mountains National Recreation Area below the 3,000 feet (910 m) peaks of the Boney Mountain State Wilderness Area. The canyon begins on the north slope of Boney Mountain and heads north down the slope. The canyon then heads southwest past Rancho Sierra Vista/Satwiwa to Sycamore Cove on the coastline. The canyon in the park is one of the riparian woodlands along the California coast. It contains a number of California sycamore trees.
3664	oak creek canyon oak creek canyon is a river gorge located in northern arizona between the cities of flagstaff and sedona the canyon is often described as a smaller cousin of the grand canyon because of its scenic beauty state route 89a enters the canyon on its north end via a series of hairpin turns before traversing the bottom of the canyon for about 13 miles 21 km until the highway enters the town of sedona	http://dbpedia.org/resource/Oak_Creek_Canyon	Oak Creek Canyon is a river gorge located in northern Arizona between the cities of Flagstaff and Sedona. The canyon is often described as a smaller cousin of the Grand Canyon because of its scenic beauty. State Route 89A enters the canyon on its north end via a series of hairpin turns before traversing the bottom of the canyon for about 13 miles (21 km) until the highway enters the town of Sedona.
3665	slide rock state park rock music is a broad genre of popular music that originated as rock and roll in the united states in the late 1940s and early 1950s developing into a range of different styles in the mid 1960s and later particularly in the united states and united kingdom it has its roots in 1940s and 1950s rock and roll a style that drew directly from the blues and rhythm and blues genres of african american music and from country music rock also drew strongly from a number of other genres such as electric blues and folk and incorporated influences from jazz classical and other musical styles for instrumentation rock has centered on the electric guitar usually as part of a rock group with electric bass guitar drums and one or more singers usually rock is song based music with a 44 time s	http://dbpedia.org/resource/Rock_music	Rock music is a broad genre of popular music that originated as \"rock and roll\" in the United States in the late 1940s and early 1950s, developing into a range of different styles in the mid-1960s and later, particularly in the United States and United Kingdom. It has its roots in 1940s and 1950s rock and roll, a style that drew directly from the blues and rhythm and blues genres of African-American music and from country music. Rock also drew strongly from a number of other genres such as electric blues and folk, and incorporated influences from jazz, classical, and other musical styles. For instrumentation, rock has centered on the electric guitar, usually as part of a rock group with electric bass guitar, drums, and one or more singers. Usually, rock is song-based music with a 44 time s
3666	bell rock rock music is a broad genre of popular music that originated as rock and roll in the united states in the late 1940s and early 1950s developing into a range of different styles in the mid 1960s and later particularly in the united states and united kingdom it has its roots in 1940s and 1950s rock and roll a style that drew directly from the blues and rhythm and blues genres of african american music and from country music rock also drew strongly from a number of other genres such as electric blues and folk and incorporated influences from jazz classical and other musical styles for instrumentation rock has centered on the electric guitar usually as part of a rock group with electric bass guitar drums and one or more singers usually rock is song based music with a 44 time s	http://dbpedia.org/resource/Rock_music	Rock music is a broad genre of popular music that originated as \"rock and roll\" in the United States in the late 1940s and early 1950s, developing into a range of different styles in the mid-1960s and later, particularly in the United States and United Kingdom. It has its roots in 1940s and 1950s rock and roll, a style that drew directly from the blues and rhythm and blues genres of African-American music and from country music. Rock also drew strongly from a number of other genres such as electric blues and folk, and incorporated influences from jazz, classical, and other musical styles. For instrumentation, rock has centered on the electric guitar, usually as part of a rock group with electric bass guitar, drums, and one or more singers. Usually, rock is song-based music with a 44 time s
3667	santa clara university santa clara university is a private jesuit university in santa clara california established in 1851 santa clara university is the oldest operating institution of higher learning in california the university s campus surrounds the historic mission santa clara de ass which traces its founding to 1777 the campus mirrors the mission s architectural style and is one of the finest groupings of mission revival architecture and other spanish colonial revival styles the university is classified as a doctoral professional university	http://dbpedia.org/resource/Santa_Clara_University	Santa Clara University is a private Jesuit university in Santa Clara, California. Established in 1851, Santa Clara University is the oldest operating institution of higher learning in California. The university's campus surrounds the historic Mission Santa Clara de Asís which traces its founding to 1777. The campus mirrors the Mission's architectural style and is one of the finest groupings of Mission Revival architecture and other Spanish Colonial Revival styles. The university is classified as a \"Doctoral/Professional\" university.
3668	playwright a playwright or dramatist is a person who writes plays	http://dbpedia.org/resource/Playwright	A playwright or dramatist is a person who writes plays.
3669	dramatist a playwright or dramatist is a person who writes plays	http://dbpedia.org/resource/Playwright	A playwright or dramatist is a person who writes plays.
3670	renee		
3671	megiddo the omega code 2 tel megiddo hebrew arabic tell el mutesellim lit mound of the governor greek megiddo is the site of the ancient city of megiddo the remains of which form a tell archaeological mound situated in northern israel near kibbutz megiddo about 30 km south east of haifa megiddo is known for its historical geographical and theological importance especially under its greek name armageddon during the bronze age megiddo was an important canaanite city state and during the iron age a royal city in the kingdom of israel	http://dbpedia.org/resource/Tel_Megiddo	Tel Megiddo (Hebrew: תל מגידו; Arabic: مجیدو, Tell el-Mutesellim, lit. \"Mound of the Governor\"; Greek: Μεγιδδώ, Megiddo) is the site of the ancient city of Megiddo, the remains of which form a tell (archaeological mound), situated in northern Israel near Kibbutz Megiddo, about 30 km south-east of Haifa. Megiddo is known for its historical, geographical, and theological importance, especially under its Greek name Armageddon. During the Bronze Age, Megiddo was an important Canaanite city-state and during the Iron Age, a royal city in the Kingdom of Israel.
3672	house of wax waxes are a diverse class of organic compounds that are lipophilic malleable solids near ambient temperatures they include higher alkanes and lipids typically with melting points above about 40 c 104 f melting to give low viscosity liquids waxes are insoluble in water but soluble in nonpolar organic solvents such as hexane benzene and chloroform natural waxes of different types are produced by plants and animals and occur in petroleum	http://dbpedia.org/resource/Wax	Waxes are a diverse class of organic compounds that are lipophilic, malleable solids near ambient temperatures. They include higher alkanes and lipids, typically with melting points above about 40 °C (104 °F), melting to give low viscosity liquids. Waxes are insoluble in water but soluble in nonpolar organic solvents such as hexane, benzene and chloroform. Natural waxes of different types are produced by plants and animals and occur in petroleum.
3673	the lone ranger		
3674	home of the brave		
3675	a cinderella story		
3676	the haunting in connecticut 2 ghosts of georgia connecticut kntkt is the southernmost state in the new england region of the northeastern united states it is bordered by rhode island to the east massachusetts to the north new york to the west and long island sound to the south its capital is hartford and its most populous city is bridgeport historically the state is part of new england as well as the tri state area with new york and new jersey the state is named for the connecticut river which approximately bisects the state the word connecticut is derived from various anglicized spellings of quinnetuket a mohegan pequot word for long tidal river	http://dbpedia.org/resource/Connecticut	Connecticut (/kəˈnɛtɪkət/) is the southernmost state in the New England region of the Northeastern United States. It is bordered by Rhode Island to the east, Massachusetts to the north, New York to the west, and Long Island Sound to the south. Its capital is Hartford and its most populous city is Bridgeport. Historically the state is part of New England as well as the tri-state area with New York and New Jersey. The state is named for the Connecticut River which approximately bisects the state. The word \"Connecticut\" is derived from various anglicized spellings of \"Quinnetuket”, a Mohegan-Pequot word for \"long tidal river\".
3677	lies in plain sight in geography a plain is a flat expanse of land that generally does not change much in elevation and is primarily treeless plains occur as lowlands along valleys or at the base of mountains as coastal plains and as plateaus or uplands plains in many areas are important for agriculture because where the soils were deposited as sediments they may be deep and fertile and the flatness facilitates mechanization of crop production or because they support grasslands which provide good grazing for livestock	http://dbpedia.org/resource/Plain	In geography, a plain is a flat expanse of land that generally does not change much in elevation, and is primarily treeless. Plains occur as lowlands along valleys or at the base of mountains, as coastal plains, and as plateaus or uplands. Plains in many areas are important for agriculture because where the soils were deposited as sediments they may be deep and fertile, and the flatness facilitates mechanization of crop production; or because they support grasslands which provide good grazing for livestock.
3678	freaky friday freaky friday is a comedic children s novel written by mary rodgers first published by harper row in 1972 it has been adapted for several films including versions in 1976 1995 2003 and 2018 and was reinterpreted as a horror film for freaky 2020 the story features one day that 13 year old annabel andrews and her mother spent in each other s bodies thus it may be considered a modern retelling of vice versa a lesson to fathers the 1882 novel by f anstey in which the protagonists are a father and son though in the mary rodgers version the lesson is to daughters and mothers	http://dbpedia.org/resource/Freaky_Friday	Freaky Friday is a comedic children's novel written by Mary Rodgers, first published by Harper & Row in 1972. It has been adapted for several films, including versions in 1976, 1995, 2003, and 2018, and was reinterpreted as a horror film for Freaky (2020). The story features one day, that 13-year-old Annabel Andrews and her mother spent in each other's bodies. Thus it may be considered a modern retelling of Vice Versa: A Lesson to Fathers, the 1882 novel by F. Anstey in which the protagonists are a father and son, though in the Mary Rodgers version the lesson is to daughters and mothers.
3679	slidell john slidell 1793 july 9 1871 was an american politician lawyer and businessman a native of new york slidell moved to louisiana as a young man and became a representative and senator he was one of two confederate diplomats captured by the united states navy from the british ship rms trent in 1861 and later released he was the older brother of alexander slidell mackenzie a us naval officer	http://dbpedia.org/resource/John_Slidell	John Slidell (1793 – July 9, 1871) was an American politician, lawyer, and businessman. A native of New York, Slidell moved to Louisiana as a young man and became a Representative and Senator. He was one of two Confederate diplomats captured by the United States Navy from the British ship RMS Trent in 1861 and later released. He was the older brother of Alexander Slidell Mackenzie, a US naval officer.
3680	moline moline high school is a public four year high school located in moline illinois a city in rock island county in the midwest area of the united states the school is the only public high school in the city of moline and is part of moline coal valley school district 40	http://dbpedia.org/resource/Moline_High_School	Moline High School is a public four-year high school located in Moline, Illinois, a city in Rock Island County, in the Midwest area of the United States. The school is the only public high school in the city of Moline, and is part of Moline-Coal Valley School District #40.
3681	philadelphia phillies the philadelphia phillies are an american professional baseball team based in philadelphia they compete in major league baseball mlb as a member of the national league nl east division since 2004 the team s home stadium has been citizens bank park located in the south philadelphia sports complex founded in 1883 the philadelphia phillies are the oldest continuous same name same city franchise in all of american professional sports the team s spring training facilities are in clearwater florida	http://dbpedia.org/resource/Philadelphia_Phillies	The Philadelphia Phillies are an American professional baseball team based in Philadelphia. They compete in Major League Baseball (MLB) as a member of the National League (NL) East division. Since 2004, the team's home stadium has been Citizens Bank Park, located in the South Philadelphia Sports Complex. Founded in 1883, the Philadelphia Phillies are the oldest continuous same-name, same-city franchise in all of American professional sports. The team's spring training facilities are in Clearwater, Florida.
3682	chicago cubs chicago ko shih kah goh locally also ko shih kaw goh is the most populous city in the u s state of illinois and the third most populous in the united states after new york city and los angeles with a population of 2 746 388 in the 2020 census it is also the most populous city in the midwestern united states as the seat of cook county the second most populous u s county the city is the center of the chicago metropolitan area one of the largest in the world	http://dbpedia.org/resource/Chicago	Chicago (/ʃɪˈkɑːɡoʊ/ shih-KAH-goh, locally also /ʃɪˈkɔːɡoʊ/ shih-KAW-goh) is the most populous city in the U.S. state of Illinois and the third-most populous in the United States, after New York City and Los Angeles. With a population of 2,746,388 in the 2020 census, it is also the most populous city in the Midwestern United States. As the seat of Cook County (the second-most populous U.S. county), the city is the center of the Chicago metropolitan area, one of the largest in the world.
3683	african american		
3684	jodi rell mary carolyn jodi rell ne reavis born june 16 1946 is an american former republican politician and the 87th governor of connecticut from 2004 until 2011 rell also served as the state s 105th lieutenant governor of connecticut rell was connecticut s second female governor after ella grasso rell did not seek re election in 2010 as of 2022 she is the most recent republican governor of connecticut	http://dbpedia.org/resource/Jodi_Rell	Mary Carolyn \"Jodi\" Rell (née Reavis; born June 16, 1946) is an American former Republican politician and the 87th governor of Connecticut from 2004 until 2011. Rell also served as the state's 105th lieutenant governor of Connecticut. Rell was Connecticut's second female governor, after Ella Grasso. Rell did not seek re-election in 2010. As of 2022, she is the most recent Republican governor of Connecticut.
3685	anne elizabeth roseberry		
3686	orlando magic the orlando magic are an american professional basketball team based in orlando florida the magic compete in the national basketball association nba as a member of the league s eastern conference southeast division the franchise was established in 1989 as an expansion franchise and such notable nba stars as shaquille o neal penny hardaway grant hill tracy mcgrady dwight howard jameer nelson rashard lewis and nikola vuevi have played for the club throughout its history as of 2021 the franchise has played in the nba playoffs 16 times in 32 seasons and twice went to the nba finals in 1995 and 2009 orlando has been the second most successful of the four expansion teams brought into the league in 1988 and 1989 in terms of winning percentage and playoff success after the miam	http://dbpedia.org/resource/Orlando_Magic	The Orlando Magic are an American professional basketball team based in Orlando, Florida. The Magic compete in the National Basketball Association (NBA) as a member of the league's Eastern Conference Southeast Division. The franchise was established in 1989 as an expansion franchise, and such notable NBA stars as Shaquille O'Neal, Penny Hardaway, Grant Hill, Tracy McGrady, Dwight Howard, Jameer Nelson, Rashard Lewis and Nikola Vučević have played for the club throughout its history. As of 2021, the franchise has played in the NBA playoffs 16 times in 32 seasons, and twice went to the NBA Finals, in 1995 and 2009. Orlando has been the second most successful of the four expansion teams brought into the league in 1988 and 1989 in terms of winning percentage and playoff success, after the Miam
3687	mtv		
3688	93702		
3689	93703		
3690	93701		
3691	93706		
3692	93707		
3693	93704		
3694	93705		
3695	93650		
3696	93708		
3697	93709		
3698	gauteng gauteng xat khow teng is one of the nine provinces of south africa the name in sotho tswana languages means place of gold situated on the highveld gauteng is the smallest province by land area in south africa although gauteng accounts for only 1 5 of the country s land area it is home to more than a quarter of its population 26 highly urbanised the province contains the country s largest city johannesburg which is also one of the largest cities in the world gauteng is the wealthiest province in south africa and is considered as the financial hub of not only south africa but the entire african continent mostly concentrated in johannesburg it also contains the administrative capital pretoria and other large areas such as midrand vanderbijlpark ekurhuleni and the	http://dbpedia.org/resource/Gauteng	Gauteng (/xaʊˈtɛŋ/ khow-TENG) is one of the nine provinces of South Africa. The name in Sotho-Tswana languages means 'place of gold'. Situated on the Highveld, Gauteng is the smallest province by land area in South Africa. Although Gauteng accounts for only 1.5% of the country's land area, it is home to more than a quarter of its population (26%). Highly urbanised, the province contains the country's largest city, Johannesburg, which is also one of the largest cities in the world. Gauteng is the wealthiest province in South Africa and is considered as the financial hub of not only South Africa but the entire African continent, mostly concentrated in Johannesburg. It also contains the administrative capital, Pretoria, and other large areas such as Midrand, Vanderbijlpark, Ekurhuleni and the
3699	atlantic ocean the atlantic ocean is the second largest of the world s five oceans with an area of about 106 460 000 km2 41 100 000 sq mi it covers approximately 20 of earth s surface and about 29 of its water surface area it is known to separate the old world of africa europe and asia from the new world of the americas in the european perception of the world scientific explorations of the atlantic include the challenger expedition the german meteor expedition columbia university s lamontdoherty earth observatory and the united states navy hydrographic office	http://dbpedia.org/resource/Atlantic_Ocean	The Atlantic Ocean is the second-largest of the world's five oceans, with an area of about 106,460,000 km2 (41,100,000 sq mi). It covers approximately 20% of Earth's surface and about 29% of its water surface area. It is known to separate the \"Old World\" of Africa, Europe and Asia from the \"New World\" of the Americas in the European perception of the World. Scientific explorations of the Atlantic include the Challenger expedition, the German Meteor expedition, Columbia University's Lamont–Doherty Earth Observatory and the United States Navy Hydrographic Office.
3700	azores canaries madeira the azores zrz zorz us also ezrz ay zorz portuguese aores portuguese pronunciation so officially the autonomous region of the azores regio autnoma dos aores is one of the two autonomous regions of portugal along with madeira it is an archipelago composed of nine volcanic islands in the macaronesia region of the north atlantic ocean about 1 400 km 870 mi west of lisbon about 1 500 km 930 mi northwest of morocco and about 1 930 km 1 200 mi southeast of newfoundland canada	http://dbpedia.org/resource/Azores	The Azores (/əˈzɔːrz/ ə-ZORZ, US also /ˈeɪzɔːrz/ AY-zorz; Portuguese: Açores Portuguese pronunciation: [ɐˈsoɾɨʃ]), officially the Autonomous Region of the Azores (Região Autónoma dos Açores), is one of the two autonomous regions of Portugal (along with Madeira). It is an archipelago composed of nine volcanic islands in the Macaronesia region of the North Atlantic Ocean, about 1,400 km (870 mi) west of Lisbon, about 1,500 km (930 mi) northwest of Morocco, and about 1,930 km (1,200 mi) southeast of Newfoundland, Canada.
3701	madeira islands archipelago an archipelago rkplo ar k pel goh sometimes called an island group or island chain is a chain cluster or collection of islands or sometimes a sea containing a small number of scattered islands	http://dbpedia.org/resource/Archipelago	An archipelago (/ˌɑːrkəˈpɛləˌɡoʊ/ AR-kə-PEL-ə-goh), sometimes called an island group or island chain, is a chain, cluster, or collection of islands, or sometimes a sea containing a small number of scattered islands.
3702	pitt stadium pitt stadium was an outdoor athletic stadium in the eastern united states located on the campus of the university of pittsburgh in the oakland neighborhood of pittsburgh pennsylvania opened in 1925 it served primarily as the home of the university s pittsburgh panthers football team through 1999 it was also used for other sporting events including basketball soccer baseball track and field rifle and gymnastics	http://dbpedia.org/resource/Pitt_Stadium	Pitt Stadium was an outdoor athletic stadium in the eastern United States, located on the campus of the University of Pittsburgh in the Oakland neighborhood of Pittsburgh, Pennsylvania. Opened in 1925, it served primarily as the home of the university's Pittsburgh Panthers football team through 1999. It was also used for other sporting events, including basketball, soccer, baseball, track and field, rifle, and gymnastics.
3703	forbes field forbes field was a baseball park in the oakland neighborhood of pittsburgh pennsylvania from 1909 to june 28 1970 it was the third home of the pittsburgh pirates major league baseball mlb team and the first home of the pittsburgh steelers the city s national football league nfl franchise the stadium also served as the home football field for the university of pittsburgh pitt panthers from 1909 to 1924 the stadium was named after its adjacent street forbes ave itself named for british general john forbes who fought in the french and indian war and named the city in 1758	http://dbpedia.org/resource/Forbes_Field	Forbes Field was a baseball park in the Oakland neighborhood of Pittsburgh, Pennsylvania, from 1909 to June 28, 1970. It was the third home of the Pittsburgh Pirates Major League Baseball (MLB) team, and the first home of the Pittsburgh Steelers, the city's National Football League (NFL) franchise. The stadium also served as the home football field for the University of Pittsburgh \"Pitt\" Panthers from 1909 to 1924. The stadium was named after its adjacent street, Forbes Ave., itself named for British general John Forbes, who fought in the French and Indian War and named the city in 1758.
3704	heinz field	http://dbpedia.org/resource/Heinz_Field	
3705	three rivers stadium		
3706	37043		
3707	37042		
3708	37041		
3709	37040		
3710	37044		
3711	battle scars the bud moore story battle scars is a song performed by australian recording artist guy sebastian and american rapper lupe fiasco it was released digitally in australia and new zealand on 10 august 2012 by sony music entertainment the song lyrics and music were written by sebastian and david ryan harris with the rap written by fiasco it was the third single lifted from sebastian s seventh album armageddon fiasco added battle scars to his fourth album food liquor ii the great american rap album pt 1 in countries other than australia it was released as the fourth single on 28 august 2012 credited as a duet	http://dbpedia.org/resource/Battle_Scars	\"Battle Scars\" is a song performed by Australian recording artist Guy Sebastian and American rapper Lupe Fiasco. It was released digitally in Australia and New Zealand on 10 August 2012 by Sony Music Entertainment. The song lyrics and music were written by Sebastian and David Ryan Harris, with the rap written by Fiasco. It was the third single lifted from Sebastian's seventh album Armageddon. Fiasco added \"Battle Scars\" to his fourth album, Food & Liquor II: The Great American Rap Album Pt. 1 in countries other than Australia. It was released as the fourth single on 28 August 2012, credited as a duet.
3712	spain women s national handball team handball also known as team handball european handball or olympic handball is a team sport in which two teams of seven players each six outcourt players and a goalkeeper pass a ball using their hands with the aim of throwing it into the goal of the other team a standard match consists of two periods of 30 minutes and the team that scores more goals wins	http://dbpedia.org/resource/Handball	Handball (also known as team handball, European handball or Olympic handball) is a team sport in which two teams of seven players each (six outcourt players and a goalkeeper) pass a ball using their hands with the aim of throwing it into the goal of the other team. A standard match consists of two periods of 30 minutes, and the team that scores more goals wins.
3713	spain men s national volleyball team volleyball is a team sport in which two teams of six players are separated by a net each team tries to score points by grounding a ball on the other team s court under organized rules it has been a part of the official program of the summer olympic games since tokyo 1964 beach volleyball was introduced to the programme at the atlanta 1996 the adapted version of volleyball at the summer paralympic games is sitting volleyball the ball is usually played with the hands or arms but players can legally strike or push short contact the ball with any part of the body	http://dbpedia.org/resource/Volleyball	Volleyball is a team sport in which two teams of six players are separated by a net. Each team tries to score points by grounding a ball on the other team's court under organized rules. It has been a part of the official program of the Summer Olympic Games since Tokyo 1964. Beach volleyball was introduced to the programme at the Atlanta 1996. The adapted version of volleyball at the Summer Paralympic Games is sitting volleyball. The ball is usually played with the hands or arms, but players can legally strike or push (short contact) the ball with any part of the body.
3714	spain national beach handball team the spanish national beach handball team is the national team of spain it is governed by the royal spanish handball federation and takes part in international beach handball competitions	http://dbpedia.org/resource/Spain_national_beach_handball_team	The Spanish national beach handball team is the national team of Spain. It is governed by the Royal Spanish Handball Federation and takes part in international beach handball competitions.
3715	spain women s national volleyball team volleyball is a team sport in which two teams of six players are separated by a net each team tries to score points by grounding a ball on the other team s court under organized rules it has been a part of the official program of the summer olympic games since tokyo 1964 beach volleyball was introduced to the programme at the atlanta 1996 the adapted version of volleyball at the summer paralympic games is sitting volleyball the ball is usually played with the hands or arms but players can legally strike or push short contact the ball with any part of the body	http://dbpedia.org/resource/Volleyball	Volleyball is a team sport in which two teams of six players are separated by a net. Each team tries to score points by grounding a ball on the other team's court under organized rules. It has been a part of the official program of the Summer Olympic Games since Tokyo 1964. Beach volleyball was introduced to the programme at the Atlanta 1996. The adapted version of volleyball at the Summer Paralympic Games is sitting volleyball. The ball is usually played with the hands or arms, but players can legally strike or push (short contact) the ball with any part of the body.
3716	spain national handball team handball also known as team handball european handball or olympic handball is a team sport in which two teams of seven players each six outcourt players and a goalkeeper pass a ball using their hands with the aim of throwing it into the goal of the other team a standard match consists of two periods of 30 minutes and the team that scores more goals wins	http://dbpedia.org/resource/Handball	Handball (also known as team handball, European handball or Olympic handball) is a team sport in which two teams of seven players each (six outcourt players and a goalkeeper) pass a ball using their hands with the aim of throwing it into the goal of the other team. A standard match consists of two periods of 30 minutes, and the team that scores more goals wins.
3717	renesmee carlie cullen		
3718	queen lillian		
