query_id	query
2954	who are china s trading partners
2955	what to do washington dc december
2956	what language they speak in taiwan
2957	what instruments did vivaldi wrote concertos for
2958	what role did frederick douglass play in the abolition movement
2959	what county is sacramento located in
2960	when did michael schumacher win his first title
2961	where did monta ellis go to college
2962	where did william howard taft go to high school
2963	who did jerry rice retire with
2964	when michael jordan got drafted
2965	what color is miley cyrus red hair
2966	what college did joe montana play for
2967	what does beth tweddle compete in
2968	where does allen iverson live now
2969	what party was woodrow wilson from
2970	what is guatemala current system of government
2971	when did mt st helens first erupt
2972	who is blackwell
2973	what does the zambezi river flow into
2974	what time zone is ontario toronto
2975	what does duffy sing
2976	what movies has billy burke been in
2977	what to do in new orleans with kids
2978	where do the kansas city chiefs play
2979	what planet did princess leia call home
2980	what is the national anthem of russia
2981	who did plaxico burress sign with 2012
2982	who is aidan davis
2983	what are the names of michael jackson children
2984	what state is george washington university located in
2985	who was the leader of the soviet union in 1945
2986	what countries did queen elizabeth i rule
2987	where do the fla marlins play
2988	who were michael jackson s brothers and sisters
2989	what countries are in the baltic region
2990	who owns aston martin 2012
2991	what do abrahamic religions have in common
2992	where is the denver broncos stadium located
2993	where is italian spoken around the world
2994	what did joseph lister do for science
2995	who killed vincent chin dvd
2996	what party was winston churchill in politics
2997	where did alex smith play high school football
2998	what 3 countries does mexico border
2999	when was the last time the oakland raiders were in the super bowl
3000	what year did the florida marlins win their 2nd world series title
3001	what is martin cooper doing now
3002	where is united arab located
3003	who played the parents in ferris bueller day off
3004	what was matthias schleiden known for
3005	where is she from shakira
3006	who is the leader of japan
3007	where is universal studios california theme park
3008	who was the vice president during george w bush
3009	what happened to the people in chernobyl
3010	where are the nuclear plants in uk
3011	who is james dean
3012	where was greenpeace an international environmental organization founded
3013	where do most of the people live in japan
3014	where was nicki minaj born
3015	what is modern egyptian language
3016	where did john muir die
3017	what religion did the ottoman turks follow
3018	what continent is greenland located
3019	what is the currency used in brazil
3020	what is the state symbols of colorado
